Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3
5/8/2021,2020/2021,Crystal Palace,Sheffield Utd,0,2,0,PATRICK VIEIRA,4/7/2021,1/1/2100,4,0,1,0
5/11/2021,2020/2021,Crystal Palace,Southampton,0,1,3,PATRICK VIEIRA,4/7/2021,1/1/2100,5,0,1,0
5/16/2021,2020/2021,Crystal Palace,Aston Villa,1,3,2,PATRICK VIEIRA,4/7/2021,1/1/2100,6,0,1,0
5/19/2021,2020/2021,Crystal Palace,Arsenal,1,1,3,PATRICK VIEIRA,4/7/2021,1/1/2100,7,0,0,1
5/23/2021,2020/2021,Crystal Palace,Liverpool,0,0,2,PATRICK VIEIRA,4/7/2021,1/1/2100,8,0,0,1
8/14/2021,2021/2022,Crystal Palace,Chelsea,0,0,3,PATRICK VIEIRA,4/7/2021,1/1/2100,9,0,0,1
8/21/2021,2021/2022,Crystal Palace,Brentford,1,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,10,0,0,1
8/28/2021,2021/2022,Crystal Palace,West Ham,0,2,2,PATRICK VIEIRA,4/7/2021,1/1/2100,11,0,0,0
9/11/2021,2021/2022,Crystal Palace,Tottenham,1,3,0,PATRICK VIEIRA,4/7/2021,1/1/2100,12,0,0,0
9/18/2021,2021/2022,Crystal Palace,Liverpool,0,0,3,PATRICK VIEIRA,4/7/2021,1/1/2100,13,0,0,0
9/27/2021,2021/2022,Crystal Palace,Brighton,1,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,14,0,0,0
10/3/2021,2021/2022,Crystal Palace,Leicester City,1,2,2,PATRICK VIEIRA,4/7/2021,1/1/2100,15,0,0,0
10/18/2021,2021/2022,Crystal Palace,Arsenal,0,2,2,PATRICK VIEIRA,4/7/2021,1/1/2100,16,0,0,0
10/23/2021,2021/2022,Crystal Palace,Newcastle Utd,1,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,17,0,0,0
10/30/2021,2021/2022,Crystal Palace,Manchester City,0,2,0,PATRICK VIEIRA,4/7/2021,1/1/2100,18,0,0,0
11/6/2021,2021/2022,Crystal Palace,Wolves,1,2,0,PATRICK VIEIRA,4/7/2021,1/1/2100,19,0,0,0
11/20/2021,2021/2022,Crystal Palace,Burnley,0,3,3,PATRICK VIEIRA,4/7/2021,1/1/2100,20,0,0,0
11/27/2021,2021/2022,Crystal Palace,Aston Villa,1,1,2,PATRICK VIEIRA,4/7/2021,1/1/2100,21,0,0,0
11/30/2021,2021/2022,Crystal Palace,Leeds United,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,22,0,0,0
12/5/2021,2021/2022,Crystal Palace,Manchester Utd,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,23,0,0,0
12/12/2021,2021/2022,Crystal Palace,Everton,1,3,1,PATRICK VIEIRA,4/7/2021,1/1/2100,24,0,0,0
12/15/2021,2021/2022,Crystal Palace,Southampton,1,2,2,PATRICK VIEIRA,4/7/2021,1/1/2100,25,0,0,0
12/26/2021,2021/2022,Crystal Palace,Tottenham,0,0,3,PATRICK VIEIRA,4/7/2021,1/1/2100,26,0,0,0
12/28/2021,2021/2022,Crystal Palace,Norwich City,1,3,0,PATRICK VIEIRA,4/7/2021,1/1/2100,27,0,0,0
1/1/2022,2021/2022,Crystal Palace,West Ham,1,2,3,PATRICK VIEIRA,4/7/2021,1/1/2100,28,0,0,0
1/14/2022,2021/2022,Crystal Palace,Brighton,0,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,29,0,0,0
1/23/2022,2021/2022,Crystal Palace,Liverpool,1,1,3,PATRICK VIEIRA,4/7/2021,1/1/2100,30,0,0,0
2/9/2022,2021/2022,Crystal Palace,Norwich City,0,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,31,0,0,0
2/12/2022,2021/2022,Crystal Palace,Brentford,0,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,32,0,0,0
2/19/2022,2021/2022,Crystal Palace,Chelsea,1,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,33,0,0,0
2/23/2022,2021/2022,Crystal Palace,Watford,0,4,1,PATRICK VIEIRA,4/7/2021,1/1/2100,34,0,0,0
2/26/2022,2021/2022,Crystal Palace,Burnley,1,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,35,0,0,0
3/5/2022,2021/2022,Crystal Palace,Wolves,0,2,0,PATRICK VIEIRA,4/7/2021,1/1/2100,36,0,0,0
3/14/2022,2021/2022,Crystal Palace,Manchester City,1,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,37,0,0,0
4/4/2022,2021/2022,Crystal Palace,Arsenal,1,3,0,PATRICK VIEIRA,4/7/2021,1/1/2100,38,0,0,0
4/10/2022,2021/2022,Crystal Palace,Leicester City,0,1,2,PATRICK VIEIRA,4/7/2021,1/1/2100,39,0,0,0
4/20/2022,2021/2022,Crystal Palace,Newcastle Utd,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,40,0,0,0
4/25/2022,2021/2022,Crystal Palace,Leeds United,1,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,41,0,0,0
4/30/2022,2021/2022,Crystal Palace,Southampton,0,2,1,PATRICK VIEIRA,4/7/2021,1/1/2100,42,0,0,0
5/7/2022,2021/2022,Crystal Palace,Watford,1,1,0,PATRICK VIEIRA,4/7/2021,1/1/2100,43,0,0,0
5/15/2022,2021/2022,Crystal Palace,Aston Villa,0,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,44,0,0,0
5/19/2022,2021/2022,Crystal Palace,Everton,0,2,3,PATRICK VIEIRA,4/7/2021,1/1/2100,45,0,0,0
5/22/2022,2021/2022,Crystal Palace,Manchester Utd,1,1,0,PATRICK VIEIRA,4/7/2021,1/1/2100,46,0,0,0
8/5/2022,2022/2023,Crystal Palace,Arsenal,1,0,2,PATRICK VIEIRA,4/7/2021,1/1/2100,47,0,0,0
8/15/2022,2022/2023,Crystal Palace,Liverpool,0,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,48,0,0,0
8/20/2022,2022/2023,Crystal Palace,Aston Villa,1,3,1,PATRICK VIEIRA,4/7/2021,1/1/2100,49,0,0,0
8/27/2022,2022/2023,Crystal Palace,Manchester City,0,2,4,PATRICK VIEIRA,4/7/2021,1/1/2100,50,0,0,0
8/30/2022,2022/2023,Crystal Palace,Brentford,1,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,51,0,0,0
9/3/2022,2022/2023,Crystal Palace,Newcastle Utd,0,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,52,0,0,0
10/1/2022,2022/2023,Crystal Palace,Chelsea,1,1,2,PATRICK VIEIRA,4/7/2021,1/1/2100,53,0,0,0
10/9/2022,2022/2023,Crystal Palace,Leeds United,1,2,1,PATRICK VIEIRA,4/7/2021,1/1/2100,54,0,0,0
10/15/2022,2022/2023,Crystal Palace,Leicester City,0,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,55,0,0,0
10/18/2022,2022/2023,Crystal Palace,Wolves,1,2,1,PATRICK VIEIRA,4/7/2021,1/1/2100,56,0,0,0
10/22/2022,2022/2023,Crystal Palace,Everton,0,0,3,PATRICK VIEIRA,4/7/2021,1/1/2100,57,0,0,0
10/29/2022,2022/2023,Crystal Palace,Southampton,1,1,0,PATRICK VIEIRA,4/7/2021,1/1/2100,58,0,0,0
11/6/2022,2022/2023,Crystal Palace,West Ham,0,2,1,PATRICK VIEIRA,4/7/2021,1/1/2100,59,0,0,0
11/12/2022,2022/2023,Crystal Palace,Nott'ham Forest,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,60,0,0,0
12/26/2022,2022/2023,Crystal Palace,Fulham,1,0,3,PATRICK VIEIRA,4/7/2021,1/1/2100,61,0,0,0
12/31/2022,2022/2023,Crystal Palace,Bournemouth,0,2,0,PATRICK VIEIRA,4/7/2021,1/1/2100,62,0,0,0
1/4/2023,2022/2023,Crystal Palace,Tottenham,1,0,4,PATRICK VIEIRA,4/7/2021,1/1/2100,63,0,0,0
1/15/2023,2022/2023,Crystal Palace,Chelsea,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,64,0,0,0
1/18/2023,2022/2023,Crystal Palace,Manchester Utd,1,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,65,0,0,0
1/21/2023,2022/2023,Crystal Palace,Newcastle Utd,1,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,66,0,0,0
2/4/2023,2022/2023,Crystal Palace,Manchester Utd,0,1,2,PATRICK VIEIRA,4/7/2021,1/1/2100,67,0,0,0
2/11/2023,2022/2023,Crystal Palace,Brighton,1,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,68,0,0,0
2/18/2023,2022/2023,Crystal Palace,Brentford,0,1,1,PATRICK VIEIRA,4/7/2021,1/1/2100,69,0,0,0
2/25/2023,2022/2023,Crystal Palace,Liverpool,1,0,0,PATRICK VIEIRA,4/7/2021,1/1/2100,70,0,0,0
3/4/2023,2022/2023,Crystal Palace,Aston Villa,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,71,0,0,0
3/11/2023,2022/2023,Crystal Palace,Manchester City,1,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,72,0,0,0
3/15/2023,2022/2023,Crystal Palace,Brighton,0,0,1,PATRICK VIEIRA,4/7/2021,1/1/2100,73,0,0,0
12/9/2017,2017/2018,Crystal Palace,Bournemouth,1,2,2,ROY HODGSON,12/9/2017,1/1/2100,1,1,0,0
12/12/2017,2017/2018,Crystal Palace,Watford,1,2,1,ROY HODGSON,12/9/2017,1/1/2100,2,1,0,0
12/16/2017,2017/2018,Crystal Palace,Leicester City,0,3,0,ROY HODGSON,12/9/2017,1/1/2100,3,1,0,0
12/23/2017,2017/2018,Crystal Palace,Swansea City,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,4,0,1,0
12/28/2017,2017/2018,Crystal Palace,Arsenal,1,2,3,ROY HODGSON,12/9/2017,1/1/2100,5,0,1,0
12/31/2017,2017/2018,Crystal Palace,Manchester City,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,6,0,1,0
1/2/2018,2017/2018,Crystal Palace,Southampton,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,7,0,0,1
1/13/2018,2017/2018,Crystal Palace,Burnley,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,8,0,0,1
1/20/2018,2017/2018,Crystal Palace,Arsenal,0,1,4,ROY HODGSON,12/9/2017,1/1/2100,9,0,0,1
1/30/2018,2017/2018,Crystal Palace,West Ham,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,10,0,0,1
2/4/2018,2017/2018,Crystal Palace,Newcastle Utd,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,11,0,0,0
2/10/2018,2017/2018,Crystal Palace,Everton,0,1,3,ROY HODGSON,12/9/2017,1/1/2100,12,0,0,0
2/25/2018,2017/2018,Crystal Palace,Tottenham,1,0,1,ROY HODGSON,12/9/2017,1/1/2100,13,0,0,0
3/5/2018,2017/2018,Crystal Palace,Manchester Utd,1,2,3,ROY HODGSON,12/9/2017,1/1/2100,14,0,0,0
3/10/2018,2017/2018,Crystal Palace,Chelsea,0,1,2,ROY HODGSON,12/9/2017,1/1/2100,15,0,0,0
3/17/2018,2017/2018,Crystal Palace,Huddersfield,0,2,0,ROY HODGSON,12/9/2017,1/1/2100,16,0,0,0
3/31/2018,2017/2018,Crystal Palace,Liverpool,1,1,2,ROY HODGSON,12/9/2017,1/1/2100,17,0,0,0
4/7/2018,2017/2018,Crystal Palace,Bournemouth,0,2,2,ROY HODGSON,12/9/2017,1/1/2100,18,0,0,0
4/14/2018,2017/2018,Crystal Palace,Brighton,1,3,2,ROY HODGSON,12/9/2017,1/1/2100,19,0,0,0
4/21/2018,2017/2018,Crystal Palace,Watford,0,0,0,ROY HODGSON,12/9/2017,1/1/2100,20,0,0,0
4/28/2018,2017/2018,Crystal Palace,Leicester City,1,5,0,ROY HODGSON,12/9/2017,1/1/2100,21,0,0,0
5/5/2018,2017/2018,Crystal Palace,Stoke City,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,22,0,0,0
5/13/2018,2017/2018,Crystal Palace,West Brom,1,2,0,ROY HODGSON,12/9/2017,1/1/2100,23,0,0,0
8/11/2018,2018/2019,Crystal Palace,Fulham,0,2,0,ROY HODGSON,12/9/2017,1/1/2100,24,0,0,0
8/20/2018,2018/2019,Crystal Palace,Liverpool,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,25,0,0,0
8/26/2018,2018/2019,Crystal Palace,Watford,0,1,2,ROY HODGSON,12/9/2017,1/1/2100,26,0,0,0
9/1/2018,2018/2019,Crystal Palace,Southampton,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,27,0,0,0
9/15/2018,2018/2019,Crystal Palace,Huddersfield,0,1,0,ROY HODGSON,12/9/2017,1/1/2100,28,0,0,0
9/22/2018,2018/2019,Crystal Palace,Newcastle Utd,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,29,0,0,0
10/1/2018,2018/2019,Crystal Palace,Bournemouth,0,1,2,ROY HODGSON,12/9/2017,1/1/2100,30,0,0,0
10/6/2018,2018/2019,Crystal Palace,Wolves,1,0,1,ROY HODGSON,12/9/2017,1/1/2100,31,0,0,0
10/21/2018,2018/2019,Crystal Palace,Everton,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,32,0,0,0
10/28/2018,2018/2019,Crystal Palace,Arsenal,1,2,2,ROY HODGSON,12/9/2017,1/1/2100,33,0,0,0
11/4/2018,2018/2019,Crystal Palace,Chelsea,0,1,3,ROY HODGSON,12/9/2017,1/1/2100,34,0,0,0
11/10/2018,2018/2019,Crystal Palace,Tottenham,1,0,1,ROY HODGSON,12/9/2017,1/1/2100,35,0,0,0
11/24/2018,2018/2019,Crystal Palace,Manchester Utd,0,0,0,ROY HODGSON,12/9/2017,1/1/2100,36,0,0,0
12/1/2018,2018/2019,Crystal Palace,Burnley,1,2,0,ROY HODGSON,12/9/2017,1/1/2100,37,0,0,0
12/4/2018,2018/2019,Crystal Palace,Brighton,0,1,3,ROY HODGSON,12/9/2017,1/1/2100,38,0,0,0
12/8/2018,2018/2019,Crystal Palace,West Ham,0,2,3,ROY HODGSON,12/9/2017,1/1/2100,39,0,0,0
12/15/2018,2018/2019,Crystal Palace,Leicester City,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,40,0,0,0
12/22/2018,2018/2019,Crystal Palace,Manchester City,0,3,2,ROY HODGSON,12/9/2017,1/1/2100,41,0,0,0
12/26/2018,2018/2019,Crystal Palace,Cardiff City,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,42,0,0,0
12/30/2018,2018/2019,Crystal Palace,Chelsea,1,0,1,ROY HODGSON,12/9/2017,1/1/2100,43,0,0,0
1/2/2019,2018/2019,Crystal Palace,Wolves,0,2,0,ROY HODGSON,12/9/2017,1/1/2100,44,0,0,0
1/12/2019,2018/2019,Crystal Palace,Watford,1,1,2,ROY HODGSON,12/9/2017,1/1/2100,45,0,0,0
1/19/2019,2018/2019,Crystal Palace,Liverpool,0,3,4,ROY HODGSON,12/9/2017,1/1/2100,46,0,0,0
1/30/2019,2018/2019,Crystal Palace,Southampton,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,47,0,0,0
2/2/2019,2018/2019,Crystal Palace,Fulham,1,2,0,ROY HODGSON,12/9/2017,1/1/2100,48,0,0,0
2/9/2019,2018/2019,Crystal Palace,West Ham,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,49,0,0,0
2/23/2019,2018/2019,Crystal Palace,Leicester City,0,4,1,ROY HODGSON,12/9/2017,1/1/2100,50,0,0,0
2/27/2019,2018/2019,Crystal Palace,Manchester Utd,1,1,3,ROY HODGSON,12/9/2017,1/1/2100,51,0,0,0
3/2/2019,2018/2019,Crystal Palace,Burnley,0,3,1,ROY HODGSON,12/9/2017,1/1/2100,52,0,0,0
3/9/2019,2018/2019,Crystal Palace,Brighton,1,1,2,ROY HODGSON,12/9/2017,1/1/2100,53,0,0,0
3/30/2019,2018/2019,Crystal Palace,Huddersfield,1,2,0,ROY HODGSON,12/9/2017,1/1/2100,54,0,0,0
4/3/2019,2018/2019,Crystal Palace,Tottenham,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,55,0,0,0
4/6/2019,2018/2019,Crystal Palace,Newcastle Utd,0,1,0,ROY HODGSON,12/9/2017,1/1/2100,56,0,0,0
4/14/2019,2018/2019,Crystal Palace,Manchester City,1,1,3,ROY HODGSON,12/9/2017,1/1/2100,57,0,0,0
4/21/2019,2018/2019,Crystal Palace,Arsenal,0,3,2,ROY HODGSON,12/9/2017,1/1/2100,58,0,0,0
4/27/2019,2018/2019,Crystal Palace,Everton,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,59,0,0,0
5/4/2019,2018/2019,Crystal Palace,Cardiff City,0,3,2,ROY HODGSON,12/9/2017,1/1/2100,60,0,0,0
5/12/2019,2018/2019,Crystal Palace,Bournemouth,1,5,3,ROY HODGSON,12/9/2017,1/1/2100,61,0,0,0
8/10/2019,2019/2020,Crystal Palace,Everton,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,62,0,0,0
8/18/2019,2019/2020,Crystal Palace,Sheffield Utd,0,0,1,ROY HODGSON,12/9/2017,1/1/2100,63,0,0,0
8/24/2019,2019/2020,Crystal Palace,Manchester Utd,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,64,0,0,0
8/31/2019,2019/2020,Crystal Palace,Aston Villa,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,65,0,0,0
9/14/2019,2019/2020,Crystal Palace,Tottenham,0,0,4,ROY HODGSON,12/9/2017,1/1/2100,66,0,0,0
9/22/2019,2019/2020,Crystal Palace,Wolves,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,67,0,0,0
9/28/2019,2019/2020,Crystal Palace,Norwich City,1,2,0,ROY HODGSON,12/9/2017,1/1/2100,68,0,0,0
10/5/2019,2019/2020,Crystal Palace,West Ham,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,69,0,0,0
10/19/2019,2019/2020,Crystal Palace,Manchester City,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,70,0,0,0
10/27/2019,2019/2020,Crystal Palace,Arsenal,0,2,2,ROY HODGSON,12/9/2017,1/1/2100,71,0,0,0
11/3/2019,2019/2020,Crystal Palace,Leicester City,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,72,0,0,0
11/9/2019,2019/2020,Crystal Palace,Chelsea,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,73,0,0,0
11/23/2019,2019/2020,Crystal Palace,Liverpool,1,1,2,ROY HODGSON,12/9/2017,1/1/2100,74,0,0,0
11/30/2019,2019/2020,Crystal Palace,Burnley,0,2,0,ROY HODGSON,12/9/2017,1/1/2100,75,0,0,0
12/3/2019,2019/2020,Crystal Palace,Bournemouth,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,76,0,0,0
12/7/2019,2019/2020,Crystal Palace,Watford,0,0,0,ROY HODGSON,12/9/2017,1/1/2100,77,0,0,0
12/16/2019,2019/2020,Crystal Palace,Brighton,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,78,0,0,0
12/21/2019,2019/2020,Crystal Palace,Newcastle Utd,0,0,1,ROY HODGSON,12/9/2017,1/1/2100,79,0,0,0
12/26/2019,2019/2020,Crystal Palace,West Ham,1,2,1,ROY HODGSON,12/9/2017,1/1/2100,80,0,0,0
12/28/2019,2019/2020,Crystal Palace,Southampton,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,81,0,0,0
1/1/2020,2019/2020,Crystal Palace,Norwich City,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,82,0,0,0
1/11/2020,2019/2020,Crystal Palace,Arsenal,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,83,0,0,0
1/18/2020,2019/2020,Crystal Palace,Manchester City,0,2,2,ROY HODGSON,12/9/2017,1/1/2100,84,0,0,0
1/21/2020,2019/2020,Crystal Palace,Southampton,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,85,0,0,0
2/1/2020,2019/2020,Crystal Palace,Sheffield Utd,1,0,1,ROY HODGSON,12/9/2017,1/1/2100,86,0,0,0
2/8/2020,2019/2020,Crystal Palace,Everton,0,1,3,ROY HODGSON,12/9/2017,1/1/2100,87,0,0,0
2/22/2020,2019/2020,Crystal Palace,Newcastle Utd,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,88,0,0,0
2/29/2020,2019/2020,Crystal Palace,Brighton,0,1,0,ROY HODGSON,12/9/2017,1/1/2100,89,0,0,0
3/7/2020,2019/2020,Crystal Palace,Watford,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,90,0,0,0
6/20/2020,2019/2020,Crystal Palace,Bournemouth,0,2,0,ROY HODGSON,12/9/2017,1/1/2100,91,0,0,0
6/24/2020,2019/2020,Crystal Palace,Liverpool,0,0,4,ROY HODGSON,12/9/2017,1/1/2100,92,0,0,0
6/29/2020,2019/2020,Crystal Palace,Burnley,1,0,1,ROY HODGSON,12/9/2017,1/1/2100,93,0,0,0
7/4/2020,2019/2020,Crystal Palace,Leicester City,0,0,3,ROY HODGSON,12/9/2017,1/1/2100,94,0,0,0
7/7/2020,2019/2020,Crystal Palace,Chelsea,1,2,3,ROY HODGSON,12/9/2017,1/1/2100,95,0,0,0
7/12/2020,2019/2020,Crystal Palace,Aston Villa,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,96,0,0,0
7/16/2020,2019/2020,Crystal Palace,Manchester Utd,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,97,0,0,0
7/20/2020,2019/2020,Crystal Palace,Wolves,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,98,0,0,0
7/26/2020,2019/2020,Crystal Palace,Tottenham,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,99,0,0,0
9/12/2020,2020/2021,Crystal Palace,Southampton,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,100,0,0,0
9/19/2020,2020/2021,Crystal Palace,Manchester Utd,0,3,1,ROY HODGSON,12/9/2017,1/1/2100,101,0,0,0
9/26/2020,2020/2021,Crystal Palace,Everton,1,1,2,ROY HODGSON,12/9/2017,1/1/2100,102,0,0,0
10/3/2020,2020/2021,Crystal Palace,Chelsea,0,0,4,ROY HODGSON,12/9/2017,1/1/2100,103,0,0,0
10/18/2020,2020/2021,Crystal Palace,Brighton,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,104,0,0,0
10/24/2020,2020/2021,Crystal Palace,Fulham,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,105,0,0,0
10/30/2020,2020/2021,Crystal Palace,Wolves,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,106,0,0,0
11/7/2020,2020/2021,Crystal Palace,Leeds United,1,4,1,ROY HODGSON,12/9/2017,1/1/2100,107,0,0,0
11/23/2020,2020/2021,Crystal Palace,Burnley,0,0,1,ROY HODGSON,12/9/2017,1/1/2100,108,0,0,0
11/27/2020,2020/2021,Crystal Palace,Newcastle Utd,1,0,2,ROY HODGSON,12/9/2017,1/1/2100,109,0,0,0
12/6/2020,2020/2021,Crystal Palace,West Brom,0,5,1,ROY HODGSON,12/9/2017,1/1/2100,110,0,0,0
12/13/2020,2020/2021,Crystal Palace,Tottenham,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,111,0,0,0
12/16/2020,2020/2021,Crystal Palace,West Ham,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,112,0,0,0
12/19/2020,2020/2021,Crystal Palace,Liverpool,1,0,7,ROY HODGSON,12/9/2017,1/1/2100,113,0,0,0
12/26/2020,2020/2021,Crystal Palace,Aston Villa,0,0,3,ROY HODGSON,12/9/2017,1/1/2100,114,0,0,0
12/28/2020,2020/2021,Crystal Palace,Leicester City,1,1,1,ROY HODGSON,12/9/2017,1/1/2100,115,0,0,0
1/2/2021,2020/2021,Crystal Palace,Sheffield Utd,1,2,0,ROY HODGSON,12/9/2017,1/1/2100,116,0,0,0
1/14/2021,2020/2021,Crystal Palace,Arsenal,0,0,0,ROY HODGSON,12/9/2017,1/1/2100,117,0,0,0
1/17/2021,2020/2021,Crystal Palace,Manchester City,0,0,4,ROY HODGSON,12/9/2017,1/1/2100,118,0,0,0
1/26/2021,2020/2021,Crystal Palace,West Ham,1,2,3,ROY HODGSON,12/9/2017,1/1/2100,119,0,0,0
1/30/2021,2020/2021,Crystal Palace,Wolves,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,120,0,0,0
2/2/2021,2020/2021,Crystal Palace,Newcastle Utd,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,121,0,0,0
2/8/2021,2020/2021,Crystal Palace,Leeds United,0,0,2,ROY HODGSON,12/9/2017,1/1/2100,122,0,0,0
2/13/2021,2020/2021,Crystal Palace,Burnley,1,0,3,ROY HODGSON,12/9/2017,1/1/2100,123,0,0,0
2/22/2021,2020/2021,Crystal Palace,Brighton,0,2,1,ROY HODGSON,12/9/2017,1/1/2100,124,0,0,0
2/28/2021,2020/2021,Crystal Palace,Fulham,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,125,0,0,0
3/3/2021,2020/2021,Crystal Palace,Manchester Utd,1,0,0,ROY HODGSON,12/9/2017,1/1/2100,126,0,0,0
3/7/2021,2020/2021,Crystal Palace,Tottenham,0,1,4,ROY HODGSON,12/9/2017,1/1/2100,127,0,0,0
3/13/2021,2020/2021,Crystal Palace,West Brom,1,1,0,ROY HODGSON,12/9/2017,1/1/2100,128,0,0,0
4/5/2021,2020/2021,Crystal Palace,Everton,0,1,1,ROY HODGSON,12/9/2017,1/1/2100,129,0,0,0
4/1/2023,2022/2023,Crystal Palace,Leicester City,1,2,1,ROY HODGSON,3/21/2023,1/1/2100,130,0,0,0
4/9/2023,2022/2023,Crystal Palace,Leeds United,0,5,1,ROY HODGSON,3/21/2023,1/1/2100,131,0,0,0
4/15/2023,2022/2023,Crystal Palace,Southampton,0,2,0,ROY HODGSON,3/21/2023,1/1/2100,132,0,0,0
4/22/2023,2022/2023,Crystal Palace,Everton,1,0,0,ROY HODGSON,3/21/2023,1/1/2100,133,0,0,0
4/25/2023,2022/2023,Crystal Palace,Wolves,0,0,2,ROY HODGSON,3/21/2023,1/1/2100,134,0,0,0
4/29/2023,2022/2023,Crystal Palace,West Ham,1,4,3,ROY HODGSON,3/21/2023,1/1/2100,135,0,0,0
5/6/2023,2022/2023,Crystal Palace,Tottenham,0,0,1,ROY HODGSON,3/21/2023,1/1/2100,136,0,0,0
5/13/2023,2022/2023,Crystal Palace,Bournemouth,1,2,0,ROY HODGSON,3/21/2023,1/1/2100,137,0,0,0
5/20/2023,2022/2023,Crystal Palace,Fulham,0,2,2,ROY HODGSON,3/21/2023,1/1/2100,138,0,0,0
5/28/2023,2022/2023,Crystal Palace,Nott'ham Forest,1,1,1,ROY HODGSON,3/21/2023,1/1/2100,139,0,0,0
8/12/2023,2023/2024,Crystal Palace,Sheffield Utd,0,1,0,ROY HODGSON,3/21/2023,1/1/2100,140,0,0,0
8/21/2023,2023/2024,Crystal Palace,Arsenal,1,0,1,ROY HODGSON,3/21/2023,1/1/2100,141,0,0,0
8/26/2023,2023/2024,Crystal Palace,Brentford,0,1,1,ROY HODGSON,3/21/2023,1/1/2100,142,0,0,0
9/3/2023,2023/2024,Crystal Palace,Wolves,1,3,2,ROY HODGSON,3/21/2023,1/1/2100,143,0,0,0
9/16/2023,2023/2024,Crystal Palace,Aston Villa,0,1,3,ROY HODGSON,3/21/2023,1/1/2100,144,0,0,0
